pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-450 b,Kepler-450,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,28.454851,2.5e-05,-2.5e-05,0.0,,,,,6.14,0.33,-0.33,0.0,0.548,0.029,-0.029,0.0,19.4,11.1,-6.8,0.0,,,,,,0.02,0.14,-0.02,0.0,95.65650209763383,,,,870.4388053073744,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6197.21,130.15,-187.39,0.0,1.64,0.08,-0.11,0.0,1.19,0.2,-0.14,0.0,0.128,0.014,-0.014,0.0,[M/H],4.08,0.11,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.982,5.189,-5.074,11.991,0.029,-0.029,10.429,0.017,-0.017,11.6525,0.000605,-0.000605,2015-05-21,2015-08,2015-05-21
Kepler-450 c,Kepler-450,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,15.413135,8.5e-05,-8.5e-05,0.0,,,,,2.62,0.14,-0.14,0.0,0.234,0.012,-0.012,0.0,12.5,3.2,-2.6,0.0,,,,,,0.02,0.17,-0.02,0.0,216.63815109850694,,,,1067.8084551490192,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6197.21,130.15,-187.39,0.0,1.64,0.08,-0.11,0.0,1.19,0.2,-0.14,0.0,0.128,0.014,-0.014,0.0,[M/H],4.08,0.11,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m56.78s,295.4865821,+51d00m48.69s,51.0135237,455.982,5.189,-5.074,11.991,0.029,-0.029,10.429,0.017,-0.017,11.6525,0.000605,-0.000605,2015-05-21,2015-08,2015-05-21
Kepler-454 b,Kepler-454,1,2,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.5737534,7.8e-06,-7.8e-06,0.0,0.09528,0.0013,-0.00091,0.0,2.37,0.13,-0.13,0.0,0.211,0.012,-0.012,0.0,5.4,1.4,-1.4,0.0,0.01699,0.0044,-0.0044,0.0,Mass,0.32,,,1.0,117.7,5.6,-5.6,0.0,916.0,10.0,-10.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5687.0,49.0,-49.0,0.0,1.07,0.01,-0.01,0.0,1.03,0.04,-0.03,0.0,0.32,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m54.88s,287.4786474,+38d13m44.67s,38.2290751,230.869,1.316,-1.301,11.567,0.021,-0.021,9.968,0.018,-0.018,11.4395,0.000276,-0.000276,2023-04-17,2023-04,2023-04-17
Kepler-48 c,Kepler-48,1,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,9.67395,4.58e-06,-4.58e-06,0.0,,,,,2.71,0.14,-0.14,0.0,0.242,0.012,-0.012,0.0,14.61,2.3,-2.3,0.0,0.04597,0.00724,-0.00724,0.0,Mass,,,,,71.63785467199511,,,,809.7393843757873,,,,1.0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5194.0,73.0,-73.0,0.0,0.89,0.05,-0.05,0.0,0.88,0.06,-0.06,0.0,0.17,0.07,-0.07,0.0,[Fe/H],4.49,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,306.738,1.825,-1.804,13.174,0.103,-0.103,11.221,0.023,-0.023,13.0772,0.000263,-0.000263,2016-10-26,2014-02,2016-10-27
Kepler-49 b,Kepler-49,1,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,7.2037945,2.2e-05,-2.2e-05,0.0,,,,,2.72,0.081,-0.075,0.0,0.243,,,0.0,8.0,1.9,-1.6,0.0,,,,,,,,,,17.644986073992524,,,,570.4465399138389,,,,1.0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,3974.0,77.0,-77.0,0.0,0.53,0.02,-0.02,0.0,0.55,0.04,-0.04,0.0,-0.02,,,,,4.73,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.222,2.53,-2.49,15.655,0.046,-0.046,12.383,0.023,-0.023,15.2293,0.000537,-0.000537,2021-09-20,2013-01,2021-09-20
Kepler-49 c,Kepler-49,1,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,10.9129343,6.9e-05,-6.9e-05,0.0,,,,,2.55,0.232,-0.154,0.0,0.227,,,0.0,5.9,1.5,-1.5,0.0,,,,,,,,,,10.141783912913937,,,,496.69319334197917,,,,1.0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,3974.0,77.0,-77.0,0.0,0.53,0.02,-0.02,0.0,0.55,0.04,-0.04,0.0,-0.02,,,,,4.73,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.222,2.53,-2.49,15.655,0.046,-0.046,12.383,0.023,-0.023,15.2293,0.000537,-0.000537,2021-09-20,2013-01,2021-09-20
Kepler-5 b,Kepler-5,1,1,1,Transit,2009,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,3.5484657,7e-07,-7e-07,0.0,0.0538,0.0015,-0.0021,0.0,15.984,0.404,-0.572,0.0,1.426,0.036,-0.051,0.0,670.93913,21.29461,-27.33338,0.0,2.111,0.067,-0.086,0.0,Mass,,,,,1774.9576063174952,,,,1750.0,20.0,-20.0,0.0,0.0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,6297.0,60.0,-60.0,0.0,1.79,0.04,-0.06,0.0,1.37,0.04,-0.06,0.0,0.04,0.06,-0.06,0.0,[Fe/H],3.96,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m37.69s,299.4070341,+44d02m06.14s,44.0350387,899.777,16.774,-16.181,13.325,0.092,-0.092,11.769,0.025,-0.025,13.2263,0.000286,-0.000286,2015-10-07,2015-05,2015-10-15
Kepler-51 d,Kepler-51,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MASUDA_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783...53M/abstract target=ref> Masuda 2014 </a>,130.194,0.005,-0.002,0.0,0.509,0.02,-0.02,0.0,9.7,0.5,-0.5,0.0,0.865,0.045,-0.045,0.0,7.6,1.1,-1.1,0.0,0.024,0.003,-0.003,0.0,Mass,0.008,0.011,-0.008,0.0,4.024722399685778,,,,381.0,8.0,-8.0,0.0,1.0,<a refstr=MASUDA_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783...53M/abstract target=ref> Masuda 2014 </a>,,6018.0,107.0,-107.0,0.0,0.94,0.5,-0.5,0.0,1.04,0.12,-0.12,0.0,0.05,,,,,4.51,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.831,13.669,-13.218,14.885,0.126,-0.126,13.197,0.037,-0.037,14.6777,0.000449,-0.000449,2014-05-14,2014-03,2014-05-14
Kepler-538 b,Kepler-538,1,2,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,81.73778,0.00013,-0.00013,0.0,0.3554,0.0068,-0.0047,0.0,2.215,0.04,-0.034,0.0,0.198,0.004,-0.003,0.0,12.9,2.9,-2.9,0.0,0.04059,0.00912,-0.00912,0.0,Mass,0.21,,,1.0,5.07,0.29,-0.29,0.0,417.0,5.0,-5.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5534.0,61.0,-61.0,0.0,0.87,0.01,-0.01,0.0,0.89,0.05,-0.04,0.0,-0.09,0.065,-0.065,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m56.77s,297.4865503,+49d37m24.23s,49.6233975,155.956,0.709,-0.703,11.27,0.018,-0.018,9.645001,0.013,-0.013,11.1647,0.000516,-0.000516,2023-04-17,2023-04,2023-04-17
Kepler-539 b,Kepler-539,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,125.63243,0.00071,-0.00071,0.0,0.4988,0.0067,-0.0067,0.0,8.373,0.191,-0.191,0.0,0.747,0.017,-0.017,0.0,308.2951,92.1707,-92.1707,0.0,0.97,0.29,-0.29,0.0,Mass,0.39,,,1.0,3.7470740827106948,,,,388.0,6.0,-6.0,0.0,1.0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>,G2 V,5820.0,80.0,-80.0,0.0,0.95,0.02,-0.02,0.0,1.05,0.04,-0.04,0.0,-0.01,0.07,-0.07,0.0,[Fe/H],4.5,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.318,3.57,-3.489,12.444,0.057,-0.057,10.915,0.018,-0.018,12.379,0.000402,-0.000402,2016-05-06,2016-05,2016-05-10
Kepler-54 b,Kepler-54,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,8.0109434,6.9e-05,-6.9e-05,0.0,,,,,2.1,0.063,-0.061,0.0,0.187,,,0.0,21.5,5.6,-4.9,0.0,,,,,,,,,,10.82969434199748,,,,504.90964872307086,,,,1.0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,3705.0,74.0,-74.0,0.0,0.5,0.01,-0.01,0.0,0.51,0.02,-0.02,0.0,-0.12,,,,,4.75,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.701,2.9175,-2.9175,16.282,0.423,-0.423,12.648,0.021,-0.021,15.8133,0.000603,-0.000603,2021-09-20,2013-01,2021-09-20
Kepler-549 b,Kepler-549,1,1,3,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,42.9495649,0.0001543,-0.0001543,0.0,,,,,2.57,0.23,-0.17,0.0,0.229,0.021,-0.015,0.0,11.0,4.2,-3.2,0.0,,,,,,,,,,9.918194052684099,,,,493.9326905257511,,,,0.0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5360.0,66.88,-72.9,0.0,0.84,0.07,-0.05,0.0,0.88,0.04,-0.05,0.0,-0.03,0.147,-0.166,0.0,[Fe/H],4.54,0.04,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m05.48s,283.0228527,+47d15m40.12s,47.2611431,635.145,7.022,-6.872,14.805,0.149,-0.149,12.826,0.031,-0.031,14.6226,0.000272,-0.000272,2016-05-06,2016-05,2016-05-10
Kepler-55 c,Kepler-55,1,1,5,Transit,2012,Kepler,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,42.1516418,0.00053,-0.00053,0.0,,,,,2.21,0.146,-0.102,0.0,0.197,,,0.0,69.8,32.6,-18.3,0.0,,,,,,,,,,2.685755799673532,,,,356.3085557198316,,,,1.0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,4362.0,90.0,-90.0,0.0,0.58,0.03,-0.03,0.0,0.62,0.03,-0.04,0.0,-0.02,,,,,4.7,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.796,9.604,-9.3,15.746,0.355,-0.355,13.289,0.049,-0.049,15.7813,0.000519,-0.000519,2021-09-20,2013-01,2021-09-20
Kepler-56 b,Kepler-56,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>,10.5016,0.0011,-0.001,0.0,0.1028,0.0037,-0.0037,0.0,6.51,0.29,-0.28,0.0,0.581,0.026,-0.025,0.0,22.1,3.9,-3.6,0.0,0.07,0.012,-0.011,0.0,Mass,,,,,834.6170913859328,,,,1495.999466823927,,,,1.0,<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>,,4840.0,97.0,-97.0,0.0,4.23,0.15,-0.15,0.0,1.32,0.13,-0.13,0.0,0.2,0.16,-0.16,0.0,[Fe/H],3.31,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807,912.994,23.5465,-23.5465,12.598,0.046,-0.046,10.227,0.018,-0.018,12.4298,0.000169,-0.000169,2014-05-14,2013-10,2014-05-14
Kepler-56 c,Kepler-56,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>,21.40239,0.00059,-0.00062,0.0,0.1652,0.0059,-0.0059,0.0,9.8,0.46,-0.46,0.0,0.874,0.041,-0.041,0.0,181.0,21.0,-19.0,0.0,0.57,0.066,-0.06,0.0,Mass,,,,,323.0067059449229,,,,1179.9470123035924,,,,1.0,<a refstr=HUBER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...342..331H/abstract target=ref> Huber et al. 2013 </a>,,4840.0,97.0,-97.0,0.0,4.23,0.15,-0.15,0.0,1.32,0.13,-0.13,0.0,0.2,0.16,-0.16,0.0,[Fe/H],3.31,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807,912.994,23.5465,-23.5465,12.598,0.046,-0.046,10.227,0.018,-0.018,12.4298,0.000169,-0.000169,2014-05-14,2013-10,2014-05-14
Kepler-595 b,Kepler-595,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=YOFFE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...908..114Y/abstract target=ref>Yoffe et al. 2021</a>,25.3029092,6e-06,-6e-06,0.0,,,,,3.708,0.01,-0.01,0.0,0.331,0.001,-0.001,0.0,17.4,7.1,-3.8,0.0,0.05475,0.02234,-0.01196,0.0,Mass,,,,,15.213542796594048,,,,549.689207737842,,,,0.0,<a refstr=YOFFE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...908..114Y/abstract target=ref>Yoffe et al. 2021</a>,,5108.0,102.0,-102.0,,0.82,0.24,-0.24,0.0,0.93,0.06,-0.06,0.0,0.406,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m16.89s,294.5703593,+50d40m22.85s,50.6730147,643.009,7.6335,-7.6335,15.067,0.126,-0.126,12.862,0.029,-0.029,14.7628,0.000279,-0.000279,2020-11-13,2021-02,2020-11-19
Kepler-6 b,Kepler-6,1,1,1,Transit,2009,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,3.2346996,4e-07,-4e-07,0.0,0.04852,0.00074,-0.00133,0.0,14.617,0.202,-0.37,0.0,1.304,0.018,-0.033,0.0,212.31044,12.07754,-11.12405,0.0,0.668,0.038,-0.035,0.0,Mass,,,,,850.7727567909768,,,,1460.0,10.0,-10.0,0.0,0.0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,5647.0,44.0,-44.0,0.0,1.39,0.02,-0.03,0.0,1.21,0.04,-0.04,0.0,0.34,0.04,-0.04,0.0,[Fe/H],4.24,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m20.94s,296.8372475,+48d14m23.89s,48.2399695,587.039,5.071,-4.986,13.286,0.08,-0.08,11.634,0.019,-0.019,13.1714,0.000286,-0.000286,2015-10-07,2015-05,2015-10-15
Kepler-60 b,Kepler-60,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,7.1334,0.0001,-0.0001,0.0,,,,,1.71,0.13,-0.13,0.0,0.153,0.012,-0.012,0.0,4.19,0.56,-0.52,0.0,0.01318,0.00176,-0.00164,0.0,Mass,,,,,318.0,52.0,-52.0,0.0,1179.1366314294044,,,,1.0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,,5905.0,144.0,-144.0,0.0,1.26,0.09,-0.09,0.0,1.04,0.08,-0.08,0.0,-0.09,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,1025.1,19.97,-19.22,13.95,0.137,-0.137,12.516,0.018,-0.018,13.9132,0.000234,-0.000234,2016-04-13,2016-03,2016-04-07
Kepler-60 c,Kepler-60,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,8.9187,0.0002,-0.0002,0.0,,,,,1.9,0.15,-0.15,0.0,0.17,0.013,-0.013,0.0,3.85,0.81,-0.81,0.0,0.01211,0.00255,-0.00255,0.0,Mass,,,,,236.0,39.0,-39.0,0.0,1094.5337024723954,,,,1.0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,,5905.0,144.0,-144.0,0.0,1.26,0.09,-0.09,0.0,1.04,0.08,-0.08,0.0,-0.09,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,1025.1,19.97,-19.22,13.95,0.137,-0.137,12.516,0.018,-0.018,13.9132,0.000234,-0.000234,2016-04-13,2016-03,2016-04-07
Kepler-60 d,Kepler-60,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,11.8981,0.0002,-0.0002,0.0,,,,,1.99,0.16,-0.16,0.0,0.178,0.014,-0.014,0.0,4.16,0.84,-0.75,0.0,0.01309,0.00264,-0.00236,0.0,Mass,,,,,161.0,27.0,-27.0,0.0,994.268740954529,,,,1.0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,,5905.0,144.0,-144.0,0.0,1.26,0.09,-0.09,0.0,1.04,0.08,-0.08,0.0,-0.09,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,1025.1,19.97,-19.22,13.95,0.137,-0.137,12.516,0.018,-0.018,13.9132,0.000234,-0.000234,2016-04-13,2016-03,2016-04-07
Kepler-643 b,Kepler-643,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.33889626,1.826e-05,-1.826e-05,0.0,,,,,10.16,0.35,-0.27,0.0,0.906,0.031,-0.024,0.0,321.0083,63.566,-63.566,0.0,,,,,,,,,,209.05987535728227,,,,1058.3450722501652,,,,0.0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4908.0,45.26,-47.77,0.0,2.52,0.08,-0.07,0.0,1.0,0.07,-0.04,0.0,0.13,0.078,-0.111,0.0,[Fe/H],3.64,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m18.54s,290.3272423,+42d53m53.62s,42.8982283,1063.58,17.525,-17.525,13.988,0.114,-0.114,11.583,0.011,-0.011,13.7694,0.000247,-0.000247,2016-05-06,2016-05,2016-05-10
Kepler-65 c,Kepler-65,1,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,5.859944,3e-06,-3e-06,0.0,0.068,0.004,-0.002,0.0,2.58,0.06,-0.06,0.0,0.23,0.005,-0.005,0.0,5.4,1.7,-1.7,0.0,,,,,,,,,,567.6771181346131,,,,1358.5792197341314,,,,1.0,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,,6211.0,66.0,-66.0,0.0,1.41,0.03,-0.03,0.0,1.25,0.06,-0.06,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.23,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.728,2.708,-2.661,10.922,0.008,-0.008,9.806,0.017,-0.017,10.9656,0.000386,-0.000386,2014-05-14,2013-04,2014-05-14
