pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
Kepler-223 e,Kepler-223,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,19.72567,0.00055,-0.00054,0.0,,,,,4.6,0.27,-0.41,0.0,0.41,0.024,-0.037,0.0,4.8,1.4,-1.2,0.0,0.0151,0.0044,-0.00378,0.0,Mass,0.051,0.019,-0.019,0.0,137.28649571230963,,,,952.7228362712842,,,,1.0,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,,5803.0,25.0,-25.0,,1.72,0.07,-0.14,0.0,1.12,0.09,-0.07,0.0,0.19,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,1859.71,111.045,-111.045,15.69,0.137,-0.137,14.095,0.031,-0.031,13.633,0.047,-0.047,15.3951,0.000407,-0.000407,2016-08-04,2016-05,2016-08-04,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,0.14834782337693259,0.0036319753288995005,-0.0037535163669496496,18.592239147047326,1.2741715928747261,-1.1188869558137178,11.874138152238622,5.722698236108769,-3.6015321866999024
Kepler-23 d,Kepler-23,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,15.274299,0.000104,-0.000104,0.0,0.124,,,0.0,2.2,0.09,-0.09,0.0,0.196,0.008,-0.008,0.0,4.44,1.3,-1.21,0.0,,,,,,,,,,163.4277084268692,,,,995.1557186593894,,,,1.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5828.0,100.0,-100.0,0.0,1.55,0.05,-0.05,0.0,1.08,0.08,-0.08,,-0.112,,,,,4.09,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.756,11.463,-11.163,13.567,0.172,-0.172,12.353,0.021,-0.021,11.998,0.019,-0.019,13.4015,0.000253,-0.000253,2014-05-14,2014-03,2014-05-14,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,0.1236705218993499,0.002670407442406514,-0.0033019408090702584,17.12777184068969,0.7376130289917562,-0.6774010789352545,4.322570599144739,1.9369950988630382,-1.0880112329677205
Kepler-245 c,Kepler-245,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,17.460812,7.6e-05,-7.6e-05,0.0,0.124,,,0.0,2.18,0.17,-0.17,0.0,0.194,0.015,-0.015,0.0,225.6,61.3,-36.5,0.0,,,,,,,,,,25.254391904556112,,,,623.9414662387103,,,,1.0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5100.0,100.0,-100.0,0.0,0.8,0.05,-0.05,0.0,0.84,0.04,-0.05,,0.04,,,,,4.56,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,26.041,-24.582,15.546,0.252,-0.252,14.121,0.028,-0.028,13.639,0.053,-0.053,15.5969,0.000697,-0.000697,2014-05-14,2014-03,2014-05-14,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.124217224071794,0.0021624414032719586,-0.002385503203493497,33.44430023599889,2.1326113072670694,-2.123879704314188,0.08738048095837664,0.03394123777070136,-0.024601575393391445
Kepler-25 b,Kepler-25,1,2,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,6.238297,1.7e-05,-1.7e-05,0.0,,,,,2.748,0.038,-0.035,0.0,0.245,0.003,-0.003,0.0,8.7,2.5,-2.3,0.0,0.0275,0.0079,-0.0073,0.0,Mass,0.0029,0.0023,-0.0017,0.0,478.64113850746,,,,1301.8535328107073,,,,1.0,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,,6212.0,141.46,-124.13,,1.32,0.02,-0.01,0.0,1.17,0.03,-0.03,0.0,-0.01,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.249,1.414,-1.397,10.769,0.008,-0.008,9.764,0.02,-0.02,9.493,0.017,-0.017,10.6319,0.000257,-0.000257,2019-06-07,2019-04,2019-06-13,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,0.06984157536638932,0.0005845320998130454,-0.0005526227740348111,11.381850363823585,0.14967031122020913,-0.16173855612090549,25.39438296352075,8.177200317829662,-5.7241124750935874
Kepler-25 c,Kepler-25,1,2,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,12.7207,0.00011,-0.0001,0.0,,,,,5.217,0.07,-0.065,0.0,0.465,0.006,-0.006,0.0,15.2,1.3,-1.6,0.0,0.0479,0.0041,-0.0051,0.0,Mass,0.0061,0.0049,-0.0041,0.0,185.10439845248624,,,,1026.629654646007,,,,1.0,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,,6212.0,141.46,-124.13,,1.32,0.02,-0.01,0.0,1.17,0.03,-0.03,0.0,-0.01,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.249,1.414,-1.397,10.769,0.008,-0.008,9.764,0.02,-0.02,9.493,0.017,-0.017,10.6319,0.000257,-0.000257,2019-06-07,2019-04,2019-06-13,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,0.11237542441135721,0.0009686896311281862,-0.001021975015053675,18.311456573862163,0.2616038988282732,-0.24824693298861789,70.2131756282215,7.761042052910554,-6.574272743867567
Kepler-26 b,Kepler-26,1,1,4,Transit,2011,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,12.28,0.0003,-0.0003,0.0,,,,,2.78,0.11,-0.11,0.0,0.248,0.01,-0.01,0.0,5.12,0.65,-0.61,0.0,0.01611,0.00205,-0.00192,0.0,Mass,,,,,7.6,1.1,-1.1,0.0,462.7760410775031,,,,1.0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,,3914.0,119.0,-119.0,0.0,0.51,0.02,-0.02,0.0,0.54,0.03,-0.03,0.0,-0.13,0.13,-0.13,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,13.408,0.027,-0.027,12.63,0.026,-0.026,15.4089,0.000469,-0.000469,2016-04-13,2016-03,2016-04-07,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,0.08486834098563184,0.0014879358292166078,-0.0015886777800474122,35.77116308691157,1.6390880688322724,-1.4866141330439007,20.12405306900864,3.9543713074810825,-3.202159792525805
Kepler-26 c,Kepler-26,1,1,4,Transit,2011,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,17.2559,0.0006,-0.0006,0.0,,,,,2.72,0.12,-0.12,0.0,0.243,0.011,-0.011,0.0,6.2,0.65,-0.65,0.0,0.01951,0.00205,-0.00205,0.0,Mass,,,,,4.82,0.72,-0.72,0.0,413.1658807920813,,,,1.0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,,3914.0,119.0,-119.0,0.0,0.51,0.02,-0.02,0.0,0.54,0.03,-0.03,0.0,-0.13,0.13,-0.13,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,13.408,0.027,-0.027,12.63,0.026,-0.026,15.4089,0.000469,-0.000469,2016-04-13,2016-03,2016-04-07,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,0.10632091067247945,0.001894037163715806,-0.0019023625805345973,44.783532612109866,2.0926229875534545,-1.8743957379795404,13.524286258283636,2.648356142310435,-2.239441147410105
Kepler-289 c,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,125.8518,0.0076,-0.0076,0.0,0.51,0.03,-0.03,0.0,11.59,0.19,-0.19,0.0,1.034,0.017,-0.017,0.0,132.0,17.0,-17.0,0.0,0.42,0.05,-0.05,0.0,Mass,,,,,4.561355140536937,,,,406.7551796863455,,,,1.0,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.0,38.0,-38.0,0.0,1.0,0.02,-0.02,0.0,1.08,0.02,-0.02,0.0,0.05,0.04,-0.04,0.0,[Fe/H],4.47,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.438,8.809,-8.809,14.142,0.069,-0.069,12.861,0.022,-0.022,12.508,0.022,-0.022,13.9628,0.000365,-0.000365,2014-11-19,2014-11,2014-11-19,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,0.5042459368696051,0.00299483741883233,-0.0029628948532868238,108.3557681978049,2.408906971547566,-2.1192098095305596,-12.74230933420852,1.5764033750451887,-2.221084208849252
Kepler-289 d,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,66.0634,0.0114,-0.0114,0.0,0.33,0.02,-0.02,0.0,2.68,0.17,-0.17,0.0,0.239,0.015,-0.015,0.0,4.0,0.9,-0.9,0.0,0.013,0.003,-0.003,0.0,Mass,,,,,10.771889774244762,,,,504.23454459512806,,,,1.0,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.0,38.0,-38.0,0.0,1.0,0.02,-0.02,0.0,1.08,0.02,-0.02,0.0,0.05,0.04,-0.04,0.0,[Fe/H],4.47,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.438,8.809,-8.809,14.142,0.069,-0.069,12.861,0.022,-0.022,12.508,0.022,-0.022,13.9628,0.000365,-0.000365,2014-11-19,2014-11,2014-11-19,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,0.32822141859946485,0.0017568423930010568,-0.0018935986718977005,70.69650827061635,1.4262099270682995,-1.4456450635934885,8.338840705120937,2.993760204946753,-2.098657458976094
Kepler-29 b,Kepler-29,1,1,2,Transit,2011,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,10.33974,0.00014,-0.00015,0.0,,,,,2.55,0.12,-0.12,0.0,0.227,0.011,-0.011,0.0,5.0,1.5,-1.3,0.0,0.01573,0.00472,-0.00409,0.0,Mass,0.0,,,0.0,55.9,6.5,-4.8,0.0,761.038794557563,,,,1.0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5378.0,60.0,-60.0,0.0,0.73,0.03,-0.03,0.0,0.76,0.02,-0.03,0.0,-0.44,0.04,-0.04,0.0,[Fe/H],4.6,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m23.61s,298.348382,+47d29m28.69s,47.4913021,832.532,26.3765,-26.3765,15.547,0.092,-0.092,14.131,0.03,-0.03,13.657,0.045,-0.045,15.2819,0.000474,-0.000474,2020-05-01,2020-03,2020-05-07,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,0.08477767234395196,0.0009544243504170519,-0.0008996660461999956,25.015138627963015,1.0368777726476885,-1.083792130760827,9.022255645781506,3.7576763638600355,-2.323123051071473
Kepler-29 c,Kepler-29,1,1,2,Transit,2011,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,13.28613,0.00026,-0.00021,0.0,,,,,2.34,0.12,-0.11,0.0,0.209,0.011,-0.01,0.0,4.5,1.1,-1.1,0.0,0.01416,0.00346,-0.00346,0.0,Mass,0.0,,,0.0,34.4,3.8,-3.8,0.0,700.0200878389622,,,,1.0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5378.0,60.0,-60.0,0.0,0.73,0.03,-0.03,0.0,0.76,0.02,-0.03,0.0,-0.44,0.04,-0.04,0.0,[Fe/H],4.6,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m23.61s,298.348382,+47d29m28.69s,47.4913021,832.532,26.3765,-26.3765,15.547,0.092,-0.092,14.131,0.03,-0.03,13.657,0.045,-0.045,15.2819,0.000474,-0.000474,2020-05-04,2020-03,2020-05-07,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,0.1002599566971409,0.0010048069096754708,-0.00111009866764257,29.4998703622683,1.3632087867899223,-1.1586888278010505,7.057186508370631,2.6654131975661297,-1.7001601778640794
Kepler-30 b,Kepler-30,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,29.33434,0.00815,-0.00815,0.0,0.18,,,0.0,3.9,0.2,-0.2,0.0,0.348,0.018,-0.018,0.0,11.3,1.4,-1.4,0.0,0.036,0.004,-0.004,0.0,Mass,0.042,0.003,-0.003,0.0,21.5851930660794,,,,599.9272715994283,,,,1.0,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,,5498.0,54.0,-54.0,0.0,0.95,0.12,-0.12,0.0,0.99,0.08,-0.08,0.0,0.18,0.27,-0.27,0.0,[Fe/H],4.77,0.23,-0.23,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.221,27.0815,-27.0815,15.726,0.195,-0.195,13.997,0.032,-0.032,13.581,0.048,-0.048,15.3761,0.000709,-0.000709,2023-11-28,2012-07,2023-11-28,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,0.18559544195289512,0.004790882249711775,-0.005060703658527482,41.94993880496167,6.394950861531235,-4.866073730518757,7.109406051851718,2.321189391834536,-1.6668560859526087
Kepler-30 c,Kepler-30,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,60.323105,0.000244,-0.000244,0.0,0.3,,,0.0,12.3,0.4,-0.4,0.0,1.097,0.036,-0.036,0.0,640.0,50.0,-50.0,0.0,2.01,0.16,-0.16,0.0,Mass,0.0111,0.001,-0.001,0.0,8.254284791394607,,,,471.7690896591737,,,,1.0,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,,5498.0,54.0,-54.0,0.0,0.95,0.12,-0.12,0.0,0.99,0.08,-0.08,0.0,0.18,0.27,-0.27,0.0,[Fe/H],4.77,0.23,-0.23,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.221,27.0815,-27.0815,15.726,0.195,-0.195,13.997,0.032,-0.032,13.581,0.048,-0.048,15.3761,0.000709,-0.000709,2023-11-28,2012-07,2023-11-28,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,0.2994918983785264,0.008127871776023643,-0.008523656126231072,67.90620768213748,10.018878161279773,-7.623876914533099,-2.4651281781412755,0.49606330031027923,-0.6155437100874686
Kepler-30 d,Kepler-30,1,1,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,143.34394,0.00858,-0.00858,0.0,0.5,,,0.0,8.8,0.5,-0.5,0.0,0.785,0.045,-0.045,0.0,23.1,2.7,-2.7,0.0,0.073,0.008,-0.008,0.0,Mass,0.022,0.005,-0.005,0.0,2.603066417883228,,,,353.53379288232753,,,,1.0,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,,5498.0,54.0,-54.0,0.0,0.95,0.12,-0.12,0.0,0.99,0.08,-0.08,0.0,0.18,0.27,-0.27,0.0,[Fe/H],4.77,0.23,-0.23,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.221,27.0815,-27.0815,15.726,0.195,-0.195,13.997,0.032,-0.032,13.581,0.048,-0.048,15.3761,0.000709,-0.000709,2023-11-28,2012-07,2023-11-28,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,0.5346463052064908,0.014208069191359862,-0.014866423251200356,121.47812577640173,17.824530158668153,-13.157049049743222,21.447905508090226,6.505225239817072,-4.961580605639263
Kepler-307 b,Kepler-307,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,10.4208,0.0009,-0.0008,0.0,,,,,2.43,0.09,-0.09,0.0,0.217,0.008,-0.008,0.0,7.44,0.91,-0.87,0.0,0.02341,0.00286,-0.00274,0.0,Mass,,,,,59.7,5.0,-5.0,0.0,774.3373806970905,,,,1.0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,,5367.0,94.0,-94.0,0.0,0.81,0.02,-0.02,0.0,0.91,0.03,-0.03,0.0,0.19,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m10.82s,297.7950939,+40d25m03.51s,40.4176403,575.581,5.261,-5.167,14.149,0.103,-0.103,12.833,0.027,-0.027,12.321,0.02,-0.02,14.0561,0.000256,-0.000256,2016-04-13,2016-03,2016-04-07,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,0.09042878723817446,0.0010417992813978733,-0.0009229963090088417,24.02786139022853,0.6550425154626218,-0.6410040907563115,7.788122904174964,1.5083418038150604,-1.236101838598656
Kepler-307 c,Kepler-307,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,13.0729,0.0012,-0.0012,0.0,,,,,2.2,0.07,-0.07,0.0,0.196,0.006,-0.006,0.0,3.64,0.65,-0.58,0.0,0.01145,0.00205,-0.00182,0.0,Mass,,,,,44.0,3.7,-3.7,0.0,717.9704978515584,,,,1.0,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,,5367.0,94.0,-94.0,0.0,0.81,0.02,-0.02,0.0,0.91,0.03,-0.03,0.0,0.19,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m10.82s,297.7950939,+40d25m03.51s,40.4176403,575.581,5.261,-5.167,14.149,0.103,-0.103,12.833,0.027,-0.027,12.321,0.02,-0.02,14.0561,0.000256,-0.000256,2016-04-13,2016-03,2016-04-07,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,0.10523431903674398,0.0010893957459492953,-0.0011054026222683117,27.964216027689062,0.7548578042728984,-0.7992843623054604,11.01298893616558,2.656908774591372,-1.7624897641005948
