,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_bmass_precision,pl_tsm,jwst_obs
0,122,55 Cnc e,55 Cnc,e,HD 75732,HIP 43587,TIC 332064670,Gaia DR2 704967037090946688,1,2,5,0,0,Radial Velocity,2004,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,2004-10,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.7365474,1.3e-06,-1.4e-06,0.0,0.01544,5e-05,-5e-05,0.0,1.875,0.029,-0.029,0.0,0.1672763,0.00258721,-0.00258721,0.0,7.99,0.32,-0.33,0.0,0.02513923,0.00100683,-0.00103829,0.0,,,,,,,,,,,,,,,,,7.99,0.32,-0.33,0.0,0.02513923,0.00100683,-0.00103829,0.0,Mass,6.66,0.43,-0.4,0.0,0.05,0.03,-0.03,0.0,,,,,1831.27,,,,83.59,0.47,-0.44,0.0,2457063.2096,0.0006,-0.0004,0.0,BJD-TDB,0.0,0.39,0.03,-0.03,0.0,,,,,,,,,3.52,0.01,-0.01,0.0,0.0182,0.0002,-0.0002,0.0,,,,,,,,,86.0,30.7,-33.4,0.0,6.02,0.24,-0.23,0.0,,,,,,,,,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.0,18.0,-18.0,0.0,0.943,0.01,-0.01,0.0,0.905,0.015,-0.015,0.0,0.35,0.1,-0.1,0.0,[Fe/H],,,,,4.43,0.02,-0.02,0.0,,,,,,,,,1.23,0.01,-0.01,1.0,38.8,0.05,-0.05,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,37.69663,196.79526,10.36555,127.72682,539.1329986,0.1295797,-0.1295797,-485.872,0.133857,-0.133857,-233.651,0.109171,-0.109171,12.5855,0.0124,-0.0123,79.4274,0.0776646,-0.0776646,6.816,0.019,-0.019,5.95084,0.023,-0.023,4.768,0.244,-0.244,4.265,0.234,-0.234,4.015,0.036,-0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72973,0.0008523,-0.0008523,,,,5.2058,0.0061,-0.0061,,,,2021-02-05,2018-10,2021-02-11,6.0,1.0,9.0,11.0,19.0,4.0,0.0,24.96875,238.20812865576505,1
1,170,AU Mic b,AU Mic,b,HD 197481,HIP 102409,TIC 441420236,Gaia DR2 6794047652729201024,1,1,3,0,0,Transit,2020,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,2020-06,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,8.46308,6e-05,-6e-05,0.0,0.0649,0.0012,-0.0012,0.0,3.95677019,0.14571675,-0.14571675,0.0,0.353,0.013,-0.013,0.0,,,,,,,,,,,,,,,,,,,,,,,,,20.12,1.57,-1.72,,,,,,,,,,,0.00577,0.00101,-0.00101,0.0,21.2,2.5,-2.4,0.0,600.0,17.0,-16.0,0.0,89.57917,0.37639,-0.37639,0.0,2458525.04109,0.00052,-0.00051,0.0,BJD-TDB,1.0,0.134,0.096,-0.089,0.0,0.2379,0.01,-0.0099,0.0,3.4927,0.0074,-0.0067,0.0,18.79,0.5,-0.59,0.0,0.0488,0.001,-0.001,0.0,,,,,2458322.77,0.83,-2.3,0.0,88.4304,0.0578,-0.0578,0.0,,,,,,,,,,,,,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,,3678.0,90.0,-88.0,0.0,0.744,0.023,-0.021,0.0,0.51,0.028,-0.027,0.0,0.23,0.24,-0.3,0.0,[Fe/H],-1.0381,0.04925,-0.04914,0.0,4.404,0.026,-0.031,0.0,0.0201,0.0025,-0.0024,0.0,1.75,0.14,-0.16,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,-36.80401,12.65304,-12.82465,305.30682,456.8630854,0.062801,-0.062801,281.424,0.0750541,-0.0750541,-359.895,0.0539548,-0.0539548,9.7221,0.004625,-0.004625,102.829,0.0485613,-0.0485613,10.209,0.036,-0.036,8.81,0.1,-0.1,5.436,0.017,-0.017,4.831,0.016,-0.016,4.529,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84038,0.000731,-0.000731,,,,6.755,0.032,-0.032,,,,2024-09-28,2023-12,2024-09-28,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,349.4699628527238,1
2,177,AU Mic c,AU Mic,c,HD 197481,HIP 102409,TIC 441420236,Gaia DR2 6794047652729201024,1,1,3,0,0,Transit,2021,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,2021-05,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,18.85969,8e-05,-8e-05,0.0,0.1108,0.002,-0.002,0.0,2.52202066,0.24659758,-0.24659758,0.0,0.225,0.022,-0.022,0.0,,,,,,,,,,,,,,,,,,,,,,,,,9.6,2.07,-2.31,,,,,,,,,,,0.00338,0.00164,-0.00164,0.0,7.3,0.9,-0.8,0.0,459.0,13.0,-12.0,0.0,89.22655,0.21654,-0.21654,0.0,2458342.224,0.0019,-0.0018,0.0,BJD-TDB,0.0,0.3,0.13,-0.19,0.0,0.097,0.018,-0.017,0.0,4.236,0.029,-0.029,0.0,32.05,0.86,-1.0,0.0,0.0311,0.0028,-0.0028,0.0,,,,,2458324.0,2.9,-3.7,0.0,223.2844,1.6836,-1.6836,0.0,,,,,,,,,,,,,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,,3678.0,90.0,-88.0,0.0,0.744,0.023,-0.021,0.0,0.51,0.028,-0.027,0.0,0.23,0.24,-0.3,0.0,[Fe/H],-1.0381,0.04925,-0.04914,0.0,4.404,0.026,-0.031,0.0,0.0201,0.0025,-0.0024,0.0,1.75,0.14,-0.16,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,-36.80401,12.65304,-12.82465,305.30682,456.8630854,0.062801,-0.062801,281.424,0.0750541,-0.0750541,-359.895,0.0539548,-0.0539548,9.7221,0.004625,-0.004625,102.829,0.0485613,-0.0485613,10.209,0.036,-0.036,8.81,0.1,-0.1,5.436,0.017,-0.017,4.831,0.016,-0.016,4.529,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84038,0.000731,-0.000731,,,,6.755,0.032,-0.032,,,,2024-09-28,2023-12,2024-09-28,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,142.8275696441989,0
3,196,BD+20 594 b,BD+20 594,b,,,TIC 26123781,Gaia DR2 58200934326315136,1,1,1,0,0,Transit,2016,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...43E/abstract target=ref>Espinoza et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,41.6855,0.003,-0.003,0.0,,,,,2.57807,0.11209,-0.11209,0.0,0.23,0.01,-0.01,0.0,22.2481,9.5349,-9.5349,0.0,0.07,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,22.2481,9.5349,-9.5349,0.0,0.07,0.03,-0.03,0.0,Mass,,,,,0.0,,,0.0,,,,,546.0,,,,89.55,0.16,-0.16,0.0,,,,,,0.0,,,,,0.049,0.0025,-0.0025,0.0,,,,,55.8,3.3,-3.3,0.0,,,,,,,,,,,,,,,,,3.1,1.1,-1.1,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5766.0,99.0,-99.0,0.0,1.08,0.06,-0.06,0.0,1.67,0.4,-0.4,0.0,-0.15,,,0.0,[Fe/H],,,,,4.5,0.08,-0.08,0.0,,,,,1.89,0.34,-0.34,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,-28.05348,166.7966,1.31208,56.28872,63.0539428,0.0602311,-0.0602311,36.5714,0.0750147,-0.0750147,-51.3647,0.0511293,-0.0511293,179.461,1.257,-1.24,5.54366,0.0384779,-0.0384779,11.765,0.161,-0.161,10.849,0.012,-0.012,9.770001,0.022,-0.022,9.432,0.022,-0.022,9.368,0.018,-0.018,,,,,,,,,,,,,,,,9.31,0.024,-0.024,9.344,0.02,-0.02,9.332,0.038,-0.038,8.976,0.527,-0.527,10.8644,0.000249,-0.000249,,,,10.4021,0.006,-0.006,11.04,,,2018-04-25,2017-03,2018-04-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,5.050177753805084,0
4,219,BD-14 3065 b,BD-14 3065 A,b,,,TIC 293607057,Gaia DR2 3751877374435102720,1,3,1,0,0,Transit,2024,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,2024-03,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,4.2889731,5.2e-06,-5.2e-06,0.0,0.0656,0.0026,-0.0026,0.0,21.59,1.05,-1.05,0.0,1.926,0.094,-0.094,0.0,3932.0,290.0,-280.0,0.0,12.37,0.92,-0.87,0.0,,,,,,,,,,,,,,,,,3932.0,290.0,-280.0,0.0,12.37,0.92,-0.87,0.0,Mass,2.15,0.53,-0.48,0.0,0.066,0.0098,-0.011,0.0,,,,,2001.0,31.0,-31.0,0.0,80.78,0.24,-0.3,0.0,2459313.48578,0.00076,-0.00076,0.0,BJD,0.0,0.9099,0.0092,-0.0079,0.0,0.649,0.023,-0.02,0.0,3.086,0.041,-0.041,0.0,6.01,0.12,-0.13,0.0,0.0843,0.0023,-0.0022,0.0,0.0482,0.0091,-0.011,0.0,,,,,54.0,6.0,-9.1,0.0,1210.0,71.0,-71.0,0.0,,,,,,,,,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,,6935.0,90.0,-90.0,0.0,2.35,0.08,-0.08,0.0,1.41,0.05,-0.05,0.0,-0.34,0.05,-0.05,0.0,[Fe/H],1.06,0.03,-0.03,0.0,3.85,0.03,-0.03,0.0,2.24,0.26,-0.26,0.0,0.223,0.013,-0.014,0.0,22.0,3.0,-3.0,0.0,4.3,0.2,-0.2,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,32.77156,256.57364,-24.66343,161.74476,9.0305658,0.0908899,-0.0908899,-5.60772,0.096475,-0.096475,7.07846,0.0872021,-0.0872021,589.423,16.599,-15.729,1.66848,0.046156,-0.046156,11.484,0.18,-0.18,11.1,0.013,-0.013,10.143,0.026,-0.026,9.975,0.026,-0.026,9.932,0.026,-0.026,,,,,,,,,,,,,,,,9.842,0.023,-0.023,9.866,0.02,-0.02,9.852,0.049,-0.049,9.062,0.536,-0.536,10.91,0.001617,-0.001617,,,,10.6311,0.0081,-0.0081,,,,2024-06-25,2024-03,2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.558620689655172,9.985127673463058,0
5,246,CoRoT-1 b,CoRoT-1,b,,,TIC 36352297,Gaia DR2 3105507886130792448,1,1,1,0,0,Transit,2008,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,2008-05,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,1.5089557,6.4e-06,-6.4e-06,0.0,,,,,16.7,0.9,-0.9,0.0,1.49,0.08,-0.08,0.0,327.35,38.14,-38.14,0.0,1.03,0.12,-0.12,0.0,,,,,,,,,,,,,,,,,327.35,38.14,-38.14,0.0,1.03,0.12,-0.12,0.0,Mass,0.38,0.05,-0.05,0.0,0.0,,,0.0,,,,,1898.0,50.0,-50.0,0.0,85.1,0.5,-0.5,0.0,2454159.4532,0.0001,-0.0001,0.0,JD,0.0,,,,,1.92654,0.058737,-0.0578552,0.0,,,,,4.92,0.08,-0.08,0.0,0.1388,0.0021,-0.0021,0.0,,,,,,,,,,,,,188.0,11.0,-11.0,0.0,,,,,,,,,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,G0 V,5950.0,150.0,-150.0,0.0,1.11,0.05,-0.05,0.0,0.95,0.15,-0.15,0.0,-0.3,0.25,-0.25,0.0,[M/H],,,,,4.25,0.3,-0.3,0.0,,,,,,,,,5.2,1.0,-1.0,0.0,,,,,23.354,0.008,-0.008,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,-2.10712,215.33882,-25.9795,103.43795,6.039454,0.0471126,-0.0471126,-6.01462,0.0471568,-0.0471568,0.54713,0.0414233,-0.0414233,787.909,23.491,-23.491,1.24176,0.0375126,-0.0375126,14.158,0.053,-0.053,13.623,0.114,-0.114,12.462,0.029,-0.029,12.218,0.026,-0.026,12.149,0.027,-0.027,,,,,,,,,,,,,,,,12.098,0.023,-0.023,12.136,0.023,-0.023,12.29,0.338,-0.338,9.091,,,13.457,0.000477,-0.000477,,,,13.0501,0.0165,-0.0165,,,,2014-05-14,2008-05,2014-05-14,0.0,6.0,1.0,0.0,7.0,6.0,0.0,8.582852648138438,81.11200915340339,0
6,251,CoRoT-10 b,CoRoT-10,b,,,TIC 405010127,Gaia DR2 4263752921128319616,1,1,1,0,0,Transit,2010,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,2010-09,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,13.2406,0.0002,-0.0002,0.0,0.1055,0.0021,-0.0021,0.0,10.87,0.78,-0.78,0.0,0.97,0.07,-0.07,0.0,874.0,50.85,-50.85,0.0,2.75,0.16,-0.16,0.0,,,,,,,,,,,,,,,,,874.0,50.85,-50.85,0.0,2.75,0.16,-0.16,0.0,Mass,3.7,0.83,-0.83,0.0,0.53,0.04,-0.04,0.0,,,,,600.0,23.0,-23.0,0.0,88.55,0.2,-0.2,0.0,2454273.3436,0.0012,-0.0012,0.0,HJD,0.0,0.85,0.03,-0.03,0.0,1.61036,0.0978881,-0.0949999,0.0,2.98,0.06,-0.06,0.0,31.33,2.15,-2.15,0.0,0.1269,0.0038,-0.0038,0.0,,,,,2454990.85,0.08,-0.08,0.0,218.9,6.4,-6.4,0.0,301.0,10.0,-10.0,0.0,,,,,,,,,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,K1 V,5075.0,75.0,-75.0,0.0,0.79,0.05,-0.05,0.0,0.89,0.05,-0.05,0.0,0.26,0.07,-0.07,0.0,[Fe/H],,,,,4.65,0.1,-0.1,0.0,3.0,,,1.0,3.32,0.7,-0.7,0.0,2.0,0.5,-0.5,0.0,,,,,15.33,0.007,-0.007,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,-6.95299,37.36069,22.5266,292.89212,22.9585905,0.0544698,-0.0544698,-3.19635,0.0687823,-0.0687823,-22.735,0.0541488,-0.0541488,338.386,3.9865,-3.9865,2.92694,0.0345474,-0.0345474,17.344,0.166,-0.166,15.293,0.137,-0.137,12.527,0.025,-0.025,11.929,0.028,-0.028,11.782,0.021,-0.021,,,,,,,,,,,,,,,,11.64,0.022,-0.022,11.752,0.023,-0.023,11.396,0.213,-0.213,8.923,,,14.6645,0.000329,-0.000329,,,,13.8215,0.006,-0.006,,,,2014-05-14,2010-09,2014-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.187807276302852,5.074252890468089,0
7,259,CoRoT-11 b,CoRoT-11,b,,,TIC 110178537,Gaia DR2 4285511294172309504,1,1,1,0,0,Transit,2010,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,2010-12,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,2.99433,1.1e-05,-1.1e-05,0.0,0.0436,0.005,-0.005,0.0,16.03,0.34,-0.34,0.0,1.43,0.03,-0.03,0.0,740.51,108.06,-108.06,0.0,2.33,0.34,-0.34,0.0,,,,,,,,,,,,,,,,,740.51,108.06,-108.06,0.0,2.33,0.34,-0.34,0.0,Mass,0.99,0.15,-0.15,0.0,0.0,,,0.0,,,,,1657.0,55.0,-55.0,0.0,83.17,0.15,-0.15,0.0,2454597.679,0.0003,-0.0003,0.0,HJD,0.0,0.818,0.008,-0.008,0.0,1.1449,0.010725,-0.010675,0.0,2.5009,0.0144,-0.0144,0.0,6.89,0.08,-0.08,0.0,0.107,0.0005,-0.0005,0.0,,,,,,,,,,,,,280.0,40.0,-40.0,0.0,,,,,,,,,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,F6 V,6440.0,120.0,-120.0,0.0,1.37,0.03,-0.03,0.0,1.27,0.05,-0.05,0.0,-0.03,0.08,-0.08,0.0,[Fe/H],,,,,4.22,0.23,-0.23,0.0,2.0,1.0,-1.0,0.0,0.69,0.02,-0.02,0.0,40.0,5.0,-5.0,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,4.63005,37.24009,28.92669,282.16226,5.5818875,0.0764887,-0.0764887,1.91873,0.0704864,-0.0704864,-5.24175,0.0772575,-0.0772575,655.037,24.947,-23.209,1.50071,0.0555897,-0.0555897,13.529,0.029,-0.029,12.897,0.114,-0.114,11.589,0.021,-0.021,11.416,0.029,-0.029,11.248,0.022,-0.022,,,,,,,,,,,,,,,,11.173,0.022,-0.022,11.265,0.021,-0.021,11.47,0.206,-0.206,9.198,,,12.841,0.000336,-0.000336,,,,12.419,0.0216,-0.0216,,,,2014-05-14,2010-12,2014-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.852766981306681,27.167448585119516,0
